ticker_base;ticker_b3_11;fundo_b3;razao_social_b3;duplicidade_ticker_b3;match_metodo;match_score;confianca;id_registro_fundo;cnpj_fundo;codigo_cvm_fundo;tipo_fundo_cvm;denominacao_fundo_cvm;situacao_fundo_cvm;data_registro_fundo;data_cancelamento_fundo;administrador_fundo;gestor_fundo;patrimonio_liq_fundo_cadastro;data_patrimonio_fundo_cadastro;id_registro_classe;cnpj_classe;codigo_cvm_classe;tipo_classe_cvm;denominacao_classe_cvm;situacao_classe_cvm;classificacao_classe;forma_condominio_classe;publico_alvo_classe;patrimonio_liq_classe_cadastro;data_patrimonio_classe_cadastro;auditor_classe;custodiante_classe;cad_fi_match_metodo;cad_fi_cnpj;cad_fi_situacao;cad_fi_classe_anbima;inf_diario_dt_competencia;inf_diario_vl_total;inf_diario_vl_quota;inf_diario_vl_patrim_liq;inf_diario_captc_dia;inf_diario_resg_dia;inf_diario_nr_cotistas;observacao_pendencia
RBLG;RBLG11;FII RBCAP LG;RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO  FII RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1137;35.652.227/0001-04;320047;FII;RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO  FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2020-07-06;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RB ASSET MANAGEMENT LTDA;42821528.27;2025-04-30;34452;35.652.227/0001-04;6386;Classes de Cotas de Fundos FII;RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO  FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;42262813.02;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
FIIP;FIIP11;FII RB CAP I;RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIARIO - FII - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;458;8696175000197;307004;FII;RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIARIO - FII - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2007-03-28;;OLIVEIRA TRUST DTVM S.A.;;184574735.24;2025-05-31;34068;8696175000197;7676;Classes de Cotas de Fundos FII;RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIARIO - FII - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;185190325.60;2026-03-31;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.;OLIVEIRA TRUST DTVM S.A.;nome_fuzzy_0.86;39.331.986/0001-18;CANCELADA;;;;;;;;;sem_inf_diario_202605
RBRD;RBRD11;FII RB II;RB CAPITAL RENDA II FII DE RESP LIMITADA;NÃO;classe_exata;1.0;Alta;464;9006914000134;307009;FII;RB CAPITAL RENDA II FII DE RESP LIMITADA;Em Funcionamento Normal;2007-09-05;;BANCO DAYCOVAL S.A.;RB ASSET MANAGEMENT LTDA;117610204.60;2024-09-30;34072;9006914000134;2755;Classes de Cotas de Fundos FII;RB CAPITAL RENDA II FII DE RESP LIMITADA;Em Funcionamento Normal;;Fechado;;132560050.09;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;BANCO DAYCOVAL S.A.;nome_fuzzy_0.86;39.331.986/0001-18;CANCELADA;;;;;;;;;sem_inf_diario_202605
RBTS;RBTS11;FII RB TFO;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;955;29.299.737/0001-39;318003;FII;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2018-01-18;;OLIVEIRA TRUST DTVM S.A.;RB ASSET MANAGEMENT LTDA;21495924.87;2025-05-31;34332;29.299.737/0001-39;10049;Classes de Cotas de Fundos FII;RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;17502610.65;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;OLIVEIRA TRUST DTVM S.A.;;;;;;;;;;;;sem_inf_diario_202605
DRIM;DRIM11;FII DRIM;RB DESENVOLVIMENTO RESIDENCIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO -RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2004;58.350.082/0001-84;324216;FII;RB DESENVOLVIMENTO RESIDENCIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO -RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-12-04;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RB ASSET MANAGEMENT LTDA;;;35057;58.350.082/0001-84;3190;Classes de Cotas de Fundos FII;RB DESENVOLVIMENTO RESIDENCIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO -RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;;;66322304.13;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;nome_fuzzy_0.92;46.330.967/0001-32;CANCELADA;;;;;;;;;sem_inf_diario_202605
MTES;MTES11;FII MTES;RB INVESTIMENTOS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIORESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2092;60.644.957/0001-00;325066;FII;RB INVESTIMENTOS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIORESPONSABILIDADE LIMITADA;Fase Pré-Operacional;2025-05-02;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RB INVESTIMENTOS GESTÃO DE RECURSOS LTDA.;;;35130;60.644.957/0001-00;5045;Classes de Cotas de Fundos FII;RB INVESTIMENTOS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIORESPONSABILIDADE LIMITADA;Fase Pré-Operacional;;Fechado;;;;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
REME;REME11;FII REME;RB MULTIESTRATÉGIA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2229;63.051.078/0001-55;325201;FII;RB MULTIESTRATÉGIA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2025-10-06;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;RB ASSET MANAGEMENT LTDA;;;35257;63.051.078/0001-55;13382;Classes de Cotas de Fundos FII;RB MULTIESTRATÉGIA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;53800185.15;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RCFF;RCFF11;FII RBR FEED;RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF - FII RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1143;35.689.670/0001-41;320012;FII;RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF - FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2020-02-06;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RBR GESTÃO DE RECURSOS LTDA;33046234.37;2025-05-31;34457;35.689.670/0001-41;8079;Classes de Cotas de Fundos FII;RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF - FII RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;31709717.05;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
RDCI;RDCI11;FII RDCI;RBR DESENVOLVIMENTO COMERCIAL I - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1108;34.736.474/0001-18;319059;FII;RBR DESENVOLVIMENTO COMERCIAL I - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2019-09-24;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;RBR PRIVATE EQUITY GESTÃO DE RECURSOS LTDA.;236780267.53;2025-07-31;34434;34.736.474/0001-18;13021;Classes de Cotas de Fundos FII;RBR DESENVOLVIMENTO COMERCIAL I - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;279341182.81;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RDLI;RDLI11;FII RDLI;RBR DESENVOLVIMENTO LOGÍSTICO I - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1795;53.391.567/0001-00;324002;FII;RBR DESENVOLVIMENTO LOGÍSTICO I - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-01-05;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RBR PRIVATE EQUITY GESTÃO DE RECURSOS LTDA.;154188774.91;2024-09-30;34898;53.391.567/0001-00;795;Classes de Cotas de Fundos FII;RBR DESENVOLVIMENTO LOGÍSTICO I - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;170304816.07;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
SHIP;SHIP11;FII SHIP;RBR FLAGSHIP I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1969;57.682.963/0001-30;324179;FII;RBR FLAGSHIP I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-10-14;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RBR PRIVATE EQUITY GESTÃO DE RECURSOS LTDA.;;;35031;57.682.963/0001-30;2771;Classes de Cotas de Fundos FII;RBR FLAGSHIP I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;;;158802914.87;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
RBRX;RBRX11;FII RBRX PAX;RBR PLUS MULTIESTRATÉGIA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1328;41.088.458/0001-21;321067;FII;RBR PLUS MULTIESTRATÉGIA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2021-06-09;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RBR GESTÃO DE RECURSOS LTDA;281844900.18;2025-03-31;34582;41.088.458/0001-21;5290;Classes de Cotas de Fundos FII;RBR PLUS MULTIESTRATÉGIA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;1440697225.78;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
RPRI;RPRI11;FII RBR PR;RBR PREMIUM RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1391;42.502.842/0001-91;321170;FII;RBR PREMIUM RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2021-11-22;;INTRAG DTVM LTDA.;RBR GESTÃO DE RECURSOS LTDA;340344441.15;2025-06-30;34622;42.502.842/0001-91;12580;Classes de Cotas de Fundos FII;RBR PREMIUM RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;350172339.51;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ITAU UNIBANCO S.A.;;;;;;;;;;;;sem_inf_diario_202605
RBRK;RBRK11;FII RBRK PAX;RBR PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1796;53.391.653/0001-05;324003;FII;RBR PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-01-05;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RBR GESTÃO DE RECURSOS LTDA;160520809.45;2024-09-30;34899;53.391.653/0001-05;809;Classes de Cotas de Fundos FII;RBR PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;203789810.30;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
TPOS;TPOS11;FII TPOS;RBR TESOURARIA FII CDI+ FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2395;66.173.986/0001-00;326070;FII;RBR TESOURARIA FII CDI+ FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;2026-04-09;;INTRAG DTVM LTDA.;RBR PRIVATE EQUITY GESTÃO DE RECURSOS LTDA.;;;35421;66.173.986/0001-00;15482;Classes de Cotas de Fundos FII;RBR TESOURARIA FII CDI+ FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;;Fechado;;;;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ITAU UNIBANCO S.A.;;;;;;;;;;;;sem_inf_diario_202605
TINF;TINF11;FII TINF;RBR TESOURARIA FII IPCA+ FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2396;66.174.532/0001-53;326071;FII;RBR TESOURARIA FII IPCA+ FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;2026-04-09;;INTRAG DTVM LTDA.;RBR PRIVATE EQUITY GESTÃO DE RECURSOS LTDA.;;;35422;66.174.532/0001-53;15490;Classes de Cotas de Fundos FII;RBR TESOURARIA FII IPCA+ FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Fase Pré-Operacional;;Fechado;;;;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;ITAU UNIBANCO S.A.;;;;;;;;;;;;sem_inf_diario_202605
TOPP;TOPP11;FII TOPP PAX;RBR TOP OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1928;56.805.391/0001-76;324139;FII;RBR TOP OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-08-15;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;RBR GESTÃO DE RECURSOS LTDA;439450890.27;2024-09-30;34995;56.805.391/0001-76;2283;Classes de Cotas de Fundos FII;RBR TOP OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;481171170.52;2026-03-31;ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
RINV;RINV11;FII REAL INV;REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1494;44.625.612/0001-45;322098;FII;REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2022-08-01;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;REAL INVESTOR ASSET MANAGEMENT LTDA;341306306.95;2025-05-31;34687;44.625.612/0001-45;7404;Classes de Cotas de Fundos FII;REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;423377119.37;2026-03-31;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
RCRI;RCRI11;FII RCRI;REAL INVESTOR RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2094;60.801.196/0001-45;325068;FII;REAL INVESTOR RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2025-05-13;;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM;REAL INVESTOR ASSET MANAGEMENT LTDA;;;35132;60.801.196/0001-45;5304;Classes de Cotas de Fundos FII;REAL INVESTOR RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;43098601.53;2026-03-31;;BANCO BTG PACTUAL S/A;;;;;;;;;;;;sem_inf_diario_202605
RECD;RECD11;FII RECD;REC FUNDO DE CRI COTAS AMORTIZÁVEIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;NÃO;classe_exata;1.0;Alta;1781;53.260.548/0001-37;323189;FII;REC FUNDO DE CRI COTAS AMORTIZÁVEIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;2023-12-19;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;REC GESTÃO DE RECURSOS S.A.;;;34889;53.260.548/0001-37;604;Classes de Cotas de Fundos FII;REC FUNDO DE CRI COTAS AMORTIZÁVEIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;Em Funcionamento Normal;;Fechado;;37440524.09;2026-03-31;BAKER TILLY BRASIL-ES AUDITORES INDEPENDENTES;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RMBS;RMBS11;FII RMBS;REC MASTER FUNDO DE CRI COTAS AMORTIZÁVEIS FII - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2005;58.366.499/0001-35;324217;FII;REC MASTER FUNDO DE CRI COTAS AMORTIZÁVEIS FII - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-12-05;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;REC GESTÃO DE RECURSOS S.A.;;;35058;58.366.499/0001-35;3204;Classes de Cotas de Fundos FII;REC MASTER FUNDO DE CRI COTAS AMORTIZÁVEIS FII - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;24294088.57;2026-03-31;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RECM;RECM11;FII RECM;REC MULTIESTRATÉGIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;1925;56.430.935/0001-62;324136;FII;REC MULTIESTRATÉGIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2024-08-09;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;REC GESTÃO DE RECURSOS S.A.;;;34993;56.430.935/0001-62;2259;Classes de Cotas de Fundos FII;REC MULTIESTRATÉGIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;81090282.84;2026-03-31;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RBHG;RBHG11;FII RBCRI IV;RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FUNDO DE INVESTIMENTO  IMOBILIÁRIO - FII RESP LIMITADA;NÃO;classe_exata;1.0;Alta;988;30.647.758/0001-87;318028;FII;RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FUNDO DE INVESTIMENTO  IMOBILIÁRIO - FII RESP LIMITADA;Em Funcionamento Normal;2018-07-17;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;RIO BRAVO INVESTIMENTOS LTDA;188273406.10;2025-01-31;34356;30.647.758/0001-87;4030;Classes de Cotas de Fundos FII;RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FUNDO DE INVESTIMENTO  IMOBILIÁRIO - FII RESP LIMITADA;Em Funcionamento Normal;;Fechado;;187835413.86;2026-03-31;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RBHY;RBHY11;FII RB YIELD;RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH YIELD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESP LIMITADA;NÃO;classe_exata;1.0;Alta;1231;37.899.479/0001-50;320106;FII;RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH YIELD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESP LIMITADA;Em Funcionamento Normal;2020-10-29;;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;RIO BRAVO INVESTIMENTOS LTDA;175416037.29;2025-01-31;34523;37.899.479/0001-50;4073;Classes de Cotas de Fundos FII;RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH YIELD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESP LIMITADA;Em Funcionamento Normal;;Fechado;;173496378.98;2026-03-31;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;;;;;;;;;;;sem_inf_diario_202605
RBFY;RBFY11;FII RBFY;RIO BRAVO FOR YOU FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;2201;62.662.477/0001-90;325174;FII;Rio Bravo For You Fundo de Investimento Imobiliário de Responsabilidade Limitada;Em Funcionamento Normal;2025-09-10;;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;RIO BRAVO INVESTIMENTOS LTDA;;;35230;62.662.477/0001-90;13102;Classes de Cotas de Fundos FII;Rio Bravo For You Fundo de Investimento Imobiliário de Responsabilidade Limitada;Em Funcionamento Normal;;Fechado;;92006353.11;2026-03-31;RSM BRASIL AUDITORES INDEPENDENTES LTDA.;;;;;;;;;;;;;sem_inf_diario_202605
RBFM;RBFM11;FII RIOB MT;RIO BRAVO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;671;17.329.029/0001-14;313020;FII;RIO BRAVO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2013-05-08;;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;RIO BRAVO INVESTIMENTOS LTDA;228300372.43;2025-05-31;34179;17.329.029/0001-14;9458;Classes de Cotas de Fundos FII;RIO BRAVO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;244429470.09;2026-03-31;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;OLIVEIRA TRUST DTVM S.A.;;;;;;;;;;;;sem_inf_diario_202605
RBOP;RBOP11;FII MERC BR;RIO BRAVO OPORTUNIDADES IMOBILIÁRIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;554;13.500.306/0001-59;311020;FII;RIO BRAVO OPORTUNIDADES IMOBILIÁRIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2011-07-13;;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;69810522.49;2025-05-31;34120;13.500.306/0001-59;9237;Classes de Cotas de Fundos FII;RIO BRAVO OPORTUNIDADES IMOBILIÁRIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;75035613.37;2026-04-30;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.;;nome_fuzzy_0.85;51.869.200/0001-16;CANCELADA;;;;;;;;;sem_inf_diario_202605
RCRB;RCRB11;FII RIOB RC;RIO BRAVO RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;NÃO;classe_exata;1.0;Alta;418;3683056000186;300001;FII;RIO BRAVO RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;2000-02-01;;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;741321287.87;2025-05-31;34050;3683056000186;8982;Classes de Cotas de Fundos FII;RIO BRAVO RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Em Funcionamento Normal;;Fechado;;735572567.22;2026-03-31;KPMG AUDITORES INDEPENDENTES LTDA.;;;;;;;;;;;;;sem_inf_diario_202605
